datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,temp,humidity,windspeed,cloudcover
2007-01-02 04:00:00,1.0399666666666667,0.0945,243.61233333333334,4.286666666666666,0.0,0.0,9.983333333333333,6.1,76.33,19.3,50.7
2007-01-02 05:00:00,0.7106,0.1165,242.43966666666665,3.0266666666666664,0.0,0.5666666666666667,4.45,5.7,78.6,20.0,45.2
2007-01-02 06:00:00,0.4469666666666667,0.1087,243.9255,1.9,0.0,0.0,0.0,5.6,77.41,13.9,33.2
2007-01-02 07:00:00,0.4125666666666667,0.0649,240.88783333333333,1.7466666666666666,0.0,0.03333333333333333,0.0,5.7,75.1,13.6,33.0
2007-01-02 08:00:00,0.45439999999999997,0.13143333333333335,239.94816666666665,1.9433333333333331,0.0,0.5333333333333333,0.0,5.6,77.36,18.6,20.3
2007-01-02 09:00:00,0.41763333333333336,0.07873333333333334,239.80766666666665,1.73,0.0,0.0,0.0,5.3,80.05,15.3,33.4
2007-01-02 10:00:00,0.4459,0.12510000000000002,238.77516666666668,1.8900000000000001,0.0,0.5833333333333334,0.0,5.7,78.32,17.0,42.9
2007-01-02 11:00:00,0.4327666666666667,0.10033333333333333,242.04983333333334,1.8099999999999998,0.0,0.0,0.0,6.8,74.23,17.1,60.3
2007-01-02 12:00:00,0.42596666666666666,0.08499999999999999,242.00616666666667,1.7966666666666666,0.0,0.06666666666666667,0.0,7.0,75.95,20.7,67.8
2007-01-02 13:00:00,0.45899999999999996,0.1423333333333333,242.46983333333336,1.98,0.0,0.5,0.0,6.4,84.58,17.4,90.0
2007-01-02 14:00:00,0.43843333333333334,0.10623333333333333,246.38366666666667,1.8566666666666667,0.0,0.0,0.0,7.0,82.73,18.1,87.3
2007-01-02 15:00:00,1.4381,0.141,242.95733333333334,5.903333333333333,0.0,0.6333333333333333,15.883333333333333,8.1,76.32,19.9,89.3
2007-01-02 16:00:00,1.4590666666666665,0.10366666666666666,243.09533333333331,5.989999999999999,0.0,0.0,15.766666666666667,8.2,76.44,20.3,37.7
2007-01-02 17:00:00,2.1362,0.2619,238.17766666666665,9.120000000000001,0.0,0.06666666666666667,8.416666666666666,8.0,77.74,11.0,44.7
2007-01-02 18:00:00,1.9720666666666666,0.2281,237.5845,8.363333333333333,0.0,0.5,17.3,7.7,75.42,13.5,41.7
2007-01-02 19:00:00,1.5183,0.10336666666666666,239.282,6.326666666666667,0.0,0.0,17.55,7.9,75.84,16.6,56.5
2007-01-02 20:00:00,2.537896551724138,0.35937931034482756,238.59586206896552,10.679310344827586,0.0,0.603448275862069,17.43103448275862,7.9,75.12,16.3,60.9
2007-01-02 21:00:00,1.3214333333333335,0.18413333333333334,240.21083333333334,5.5633333333333335,0.0,0.0,2.6,8.0,74.64,15.2,81.9
2007-01-02 22:00:00,0.5282333333333333,0.12210000000000001,242.95583333333335,2.2733333333333334,0.0,0.45,0.0,8.1,72.94,12.4,64.9
2007-01-02 23:00:00,0.7439,0.0579,244.56866666666664,3.0833333333333335,0.0,0.11666666666666667,0.0,7.9,75.51,9.4,66.0
2007-01-03 00:00:00,1.1254333333333333,0.05656666666666667,244.16183333333336,4.6433333333333335,0.0,0.0,0.0,7.5,77.68,11.9,73.1
2007-01-03 01:00:00,0.9007000000000001,0.12496666666666667,243.9425,3.746666666666667,0.0,0.5666666666666667,0.0,7.8,76.19,9.2,73.1
2007-01-03 02:00:00,0.30483333333333335,0.13073333333333334,246.72216666666665,1.3866666666666667,0.0,0.0,0.0,7.5,77.94,12.1,92.8
2007-01-03 03:00:00,0.33330000000000004,0.1831,246.66966666666667,1.5799999999999998,0.0,0.5666666666666667,0.0,6.6,81.68,11.5,78.2
2007-01-03 04:00:00,0.29883333333333334,0.12216666666666667,246.05516666666665,1.32,0.0,0.016666666666666666,0.0,5.8,84.93,11.8,44.1
2007-01-03 05:00:00,0.9516333333333333,0.10180000000000002,244.028,3.92,0.0,0.0,10.883333333333333,5.4,85.32,7.9,48.3
2007-01-03 06:00:00,0.3343333333333333,0.17236666666666667,245.90366666666665,1.55,0.0,0.5666666666666667,0.0,5.4,85.73,8.5,31.8
2007-01-03 07:00:00,0.3017,0.10843333333333334,242.7845,1.3633333333333333,0.0,0.0,0.0,5.4,85.65,8.3,90.0
2007-01-03 08:00:00,0.3196,0.14283333333333334,241.3375,1.48,0.0,0.5666666666666667,0.0,5.4,85.74,8.0,89.6
2007-01-03 09:00:00,0.6024999999999999,0.12573333333333334,240.7205,2.6933333333333334,0.0,0.0,0.0,5.2,85.61,7.9,89.6
2007-01-03 10:00:00,0.8742333333333333,0.13066666666666665,241.29266666666666,3.81,0.0,0.0,0.0,5.5,85.36,7.9,90.8
2007-01-03 11:00:00,0.9763999999999999,0.18743333333333334,243.25683333333333,4.156666666666667,0.0,0.5666666666666667,8.45,6.2,83.62,12.2,66.7
2007-01-03 12:00:00,1.3977666666666666,0.12273333333333333,242.3405,5.713333333333334,0.0,0.0,17.983333333333334,7.0,83.14,12.5,67.8
2007-01-03 13:00:00,1.4199333333333333,0.16713333333333333,242.95816666666667,5.806666666666667,0.0,0.5666666666666667,18.066666666666666,8.0,82.22,12.5,90.0
2007-01-03 14:00:00,1.0903666666666667,0.1578,244.9365,4.54,0.0,0.0,12.733333333333333,7.7,84.13,15.5,97.4
2007-01-03 15:00:00,0.302,0.13683333333333333,245.99583333333334,1.4166666666666667,0.0,0.06666666666666667,0.0,7.6,84.87,12.6,97.4
2007-01-03 16:00:00,0.36766666666666664,0.2326,245.88633333333334,1.8099999999999998,0.0,0.5166666666666667,0.0,7.8,85.05,18.2,99.3
2007-01-03 17:00:00,0.28513333333333335,0.10016666666666667,240.76233333333332,1.2533333333333334,0.0,0.0,0.0,7.9,85.07,16.2,99.3
2007-01-03 18:00:00,0.3612,0.21280000000000002,242.371,1.74,0.0,0.5833333333333334,0.0,8.0,84.92,13.7,97.2
2007-01-03 19:00:00,0.289,0.10486666666666666,241.1508333333333,1.2966666666666666,0.0,0.0,0.0,7.5,84.92,17.2,100.0
2007-01-03 20:00:00,0.32626666666666665,0.15856666666666666,241.88549999999998,1.5433333333333332,0.0,0.15,0.0,7.6,84.8,14.3,100.0
2007-01-03 21:00:00,0.9851228070175438,0.10908771929824561,241.49842105263158,4.207017543859648,0.0,0.43859649122807015,0.0,7.7,84.03,20.0,96.9
2007-01-03 22:00:00,0.9540333333333333,0.05763333333333333,243.7,3.95,0.0,0.0,2.6666666666666665,8.0,82.44,17.0,94.2
2007-01-03 23:00:00,1.4855438596491228,0.13901754385964912,245.1838596491228,6.126315789473684,0.0,0.5789473684210527,8.140350877192983,8.1,82.36,17.4,96.9
2007-01-04 00:00:00,2.0171176470588232,0.07994117647058824,239.79764705882351,8.447058823529412,0.7058823529411765,1.0294117647058822,0.0,8.1,84.39,14.3,100.0
2007-01-04 01:00:00,2.406608695652174,0.14795652173913043,238.85021739130437,10.008695652173913,0.45652173913043476,0.43478260869565216,0.0,8.0,84.94,20.5,100.0
2007-01-04 02:00:00,2.3873333333333333,0.09976666666666666,242.024,9.82,0.0,0.26666666666666666,0.0,7.8,86.22,14.9,100.0
2007-01-04 03:00:00,2.3620333333333337,0.0848,241.002,9.73,0.0,0.0,0.0,7.6,89.98,23.4,100.0
2007-01-04 04:00:00,2.370033333333333,0.1272,239.96116666666666,9.81,0.0,0.6,0.0,7.6,90.88,20.2,100.0
2007-01-04 05:00:00,2.3451999999999997,0.0702,240.58599999999998,9.676666666666668,0.0,0.0,0.0,7.9,90.86,19.5,100.0
2007-01-04 06:00:00,2.3587333333333333,0.10676666666666668,239.93966666666665,9.733333333333333,0.0,0.4,0.0,8.3,90.75,15.8,100.0
2007-01-04 07:00:00,2.3262333333333336,0.09003333333333334,238.733,9.663333333333334,0.0,0.2,0.0,8.4,91.72,13.0,91.9
2007-01-04 08:00:00,2.4038,0.07216666666666667,237.96383333333333,10.04,0.0,0.0,0.0,9.3,89.95,15.6,90.4
2007-01-04 09:00:00,2.2587906976744185,0.116,238.3458139534884,9.493023255813954,0.0,0.5116279069767442,16.41860465116279,9.7,89.43,16.4,91.2
2007-01-04 10:00:00,1.8980333333333335,0.0977,240.07783333333333,7.930000000000001,0.0,0.0,17.65,9.5,83.22,16.3,22.6
2007-01-04 11:00:00,1.9430344827586206,0.14782758620689654,241.09137931034482,8.120689655172415,0.0,0.5517241379310345,17.82758620689655,10.1,78.55,17.0,38.1
2007-01-04 12:00:00,2.9445714285714284,0.27714285714285714,239.7133333333333,12.523809523809524,0.0,22.19047619047619,17.571428571428573,10.7,75.14,19.7,90.0
2007-01-04 13:00:00,2.4313125,0.209375,240.9225,10.2625,0.0,17.0,17.75,11.0,71.21,21.1,83.4
2007-01-04 14:00:00,1.7952592592592593,0.15474074074074073,242.30518518518517,7.485185185185185,0.0,3.5,17.944444444444443,11.2,68.63,23.7,81.9
2007-01-04 15:00:00,0.8793000000000001,0.15053333333333332,243.30533333333332,3.746666666666667,0.0,0.6666666666666666,7.6,10.5,72.14,17.1,90.0
2007-01-04 16:00:00,2.2565,0.146,241.4425,9.441666666666666,0.0,12.291666666666666,17.833333333333332,10.5,69.3,17.3,90.0
2007-01-04 17:00:00,2.3706,0.16579999999999998,238.3542,9.927999999999999,0.0,0.64,17.4,10.1,71.94,13.8,90.0
2007-01-04 18:00:00,2.6055,0.12873333333333334,237.315,10.93,0.0,1.3,17.25,10.1,66.6,13.9,90.0
2007-01-04 19:00:00,2.659709090909091,0.1446181818181818,236.87054545454544,11.196363636363635,0.0,0.18181818181818182,16.90909090909091,9.9,65.87,15.9,77.8
2007-01-04 20:00:00,1.4985333333333335,0.20193333333333333,237.48083333333335,6.333333333333333,0.0,0.8333333333333334,0.0,9.8,68.25,15.2,91.4
2007-01-04 21:00:00,0.4788,0.08706666666666667,238.9705,2.0633333333333335,0.0,0.16666666666666666,0.0,9.7,71.25,16.4,94.2
2007-01-04 22:00:00,0.4196666666666667,0.17806666666666665,241.656,1.8966666666666667,0.0,0.75,0.0,9.5,72.09,12.7,91.4
2007-01-04 23:00:00,0.5351333333333332,0.13013333333333332,244.342,2.3133333333333335,0.0,0.25,0.0,9.6,71.67,15.2,91.4
2007-01-05 00:00:00,1.7834181818181818,0.13025454545454546,242.92309090909092,7.356363636363636,0.0,0.2545454545454545,8.145454545454545,9.6,71.04,12.9,91.4
2007-01-05 01:00:00,2.3868333333333336,0.12040000000000001,240.30266666666665,9.860000000000001,0.0,0.43333333333333335,0.0,9.4,76.65,17.6,91.4
2007-01-05 02:00:00,2.3947333333333334,0.097,242.60566666666668,9.816666666666666,0.0,0.0,0.0,9.1,79.46,12.3,91.4
2007-01-05 03:00:00,2.4157,0.14100000000000001,242.2771666666667,9.966666666666667,0.0,0.6333333333333333,0.0,9.1,80.5,11.9,97.3
2007-01-05 04:00:00,2.3970333333333333,0.08573333333333334,243.22783333333334,9.806666666666667,0.0,0.0,0.0,9.0,81.1,8.9,94.2
2007-01-05 05:00:00,2.407366666666667,0.14356666666666668,241.77,9.923333333333334,0.0,0.6,0.0,8.9,83.24,9.0,94.2
2007-01-05 06:00:00,2.3678000000000003,0.06486666666666667,241.91533333333334,9.726666666666667,0.0,0.0,0.0,8.9,84.29,9.7,96.9
2007-01-05 07:00:00,2.3515333333333337,0.11196666666666667,239.56416666666667,9.763333333333334,0.0,0.21666666666666667,0.0,8.9,86.95,9.4,91.1
2007-01-05 08:00:00,2.316933333333333,0.0912,238.57783333333333,9.643333333333334,0.0,0.4,0.0,8.9,86.02,12.2,91.1
2007-01-05 09:00:00,2.3642,0.096,238.22783333333334,9.883333333333333,0.0,0.0,0.7,9.0,84.62,12.3,93.9
2007-01-05 10:00:00,2.5186153846153845,0.07242307692307692,237.79865384615385,10.584615384615384,0.0,0.5,8.384615384615385,9.2,83.6,12.7,97.4
2007-01-05 11:00:00,0.35583333333333333,0.12116666666666667,240.243,1.6533333333333333,0.0,0.0,0.0,9.5,80.1,12.8,97.4
2007-01-05 12:00:00,0.3544,0.13940000000000002,241.5385,1.65,0.0,0.6166666666666667,0.0,10.2,78.81,13.4,90.0
2007-01-05 13:00:00,0.34176666666666666,0.12846666666666667,242.37983333333335,1.5466666666666666,0.0,0.0,0.0,10.8,77.72,14.1,90.0
2007-01-05 14:00:00,0.37733333333333335,0.1165,246.07966666666667,1.6566666666666667,0.0,0.15,0.0,10.8,79.96,16.2,90.0
2007-01-05 15:00:00,0.4778333333333334,0.19176666666666667,244.82433333333333,2.1933333333333334,0.0,0.48333333333333334,0.0,11.2,76.81,15.8,90.0
2007-01-05 16:00:00,0.8364999999999999,0.1019,243.49166666666667,3.606666666666667,0.0,0.0,6.25,11.2,76.17,13.0,90.0
2007-01-05 17:00:00,2.240733333333333,0.17266666666666666,237.317,9.45,0.0,0.6,17.266666666666666,10.7,82.9,13.0,91.8
2007-01-05 18:00:00,2.3996,0.05693333333333333,234.95600000000002,10.143333333333334,0.0,0.0,16.916666666666668,10.1,90.22,12.5,96.9
2007-01-05 19:00:00,1.8004285714285715,0.22042857142857142,236.81464285714287,7.660714285714286,0.08928571428571429,0.625,4.732142857142857,10.4,88.54,12.8,96.9
2007-01-05 20:00:00,2.149794871794872,0.0958974358974359,238.53128205128203,9.02051282051282,9.897435897435898,0.1794871794871795,6.256410256410256,10.9,84.63,16.8,96.9
2007-01-05 21:00:00,2.0865957446808507,0.10127659574468084,237.6672340425532,8.748936170212765,1.127659574468085,0.0,17.319148936170212,11.0,85.73,15.8,96.9
2007-01-05 22:00:00,2.157127272727273,0.11523636363636364,239.6690909090909,8.989090909090908,0.38181818181818183,0.43636363636363634,17.6,11.2,85.63,14.0,100.0
2007-01-05 23:00:00,1.7388333333333332,0.10236666666666668,241.54583333333332,7.163333333333333,0.0,0.0,17.866666666666667,11.4,86.45,15.9,100.0
2007-01-06 00:00:00,1.4930666666666668,0.13743333333333335,240.65033333333335,6.173333333333333,0.0,0.6166666666666667,17.733333333333334,11.5,87.1,12.9,100.0
2007-01-06 01:00:00,0.43346666666666667,0.10833333333333334,241.34383333333332,1.9,0.0,0.0,2.183333333333333,11.5,89.67,12.5,100.0
2007-01-06 02:00:00,0.3333333333333333,0.18056666666666665,245.79583333333332,1.5666666666666667,0.0,0.5666666666666667,0.0,11.3,91.98,12.2,100.0
2007-01-06 03:00:00,0.3128666666666666,0.14486666666666667,245.07116666666667,1.4566666666666668,0.0,0.08333333333333333,0.0,11.6,91.88,15.2,100.0
2007-01-06 04:00:00,0.30356666666666665,0.12133333333333333,243.90166666666667,1.3733333333333335,0.0,0.05,0.0,11.5,92.36,12.0,100.0
2007-01-06 05:00:00,0.33526666666666666,0.17586666666666667,243.10566666666668,1.5633333333333332,0.0,0.5666666666666667,0.0,11.6,93.56,18.2,100.0
2007-01-06 06:00:00,0.29873333333333335,0.10613333333333334,242.81833333333333,1.3366666666666667,0.0,0.0,0.0,11.8,92.1,16.0,100.0
2007-01-06 07:00:00,0.33699999999999997,0.16703333333333334,241.54166666666666,1.6066666666666667,0.0,0.6333333333333333,0.0,11.8,92.66,15.8,100.0
2007-01-06 08:00:00,0.2954,0.1045,241.38966666666664,1.3366666666666667,0.0,0.0,0.0,11.6,91.91,20.5,95.9
2007-01-06 09:00:00,0.6231333333333333,0.13993333333333333,241.00083333333333,2.68,0.0,0.43333333333333335,0.0,11.6,92.14,18.8,99.3
2007-01-06 10:00:00,1.5255666666666667,0.1044,237.748,6.446666666666667,0.0,0.23333333333333334,0.0,11.9,89.97,16.2,100.0
2007-01-06 11:00:00,2.5922,0.07756666666666666,233.69983333333332,11.073333333333332,0.0,0.0,16.183333333333334,12.0,89.9,14.4,100.0
2007-01-06 12:00:00,2.61888,0.15968,233.6976,11.464,3.88,0.36,16.72,12.3,86.36,23.0,92.0
2007-01-06 13:00:00,1.8904333333333334,0.10333333333333333,237.4885,8.086666666666666,0.11666666666666667,0.0,17.283333333333335,12.2,84.35,20.3,100.0
2007-01-06 14:00:00,1.6995666666666667,0.16636666666666666,239.65883333333335,7.196666666666667,0.0,0.6333333333333333,17.583333333333332,12.0,87.62,25.7,94.5
2007-01-06 15:00:00,1.1487,0.08076666666666667,240.00916666666666,4.893333333333333,0.0,0.0,4.466666666666667,12.7,80.33,23.1,100.0
2007-01-06 16:00:00,0.8812666666666666,0.1063,238.176,3.8266666666666667,0.0,0.38333333333333336,0.0,12.3,85.72,23.0,100.0
2007-01-06 17:00:00,0.8989666666666667,0.09753333333333333,235.3493333333333,3.92,0.0,0.25,0.0,12.0,88.49,25.9,97.2
2007-01-06 18:00:00,0.8555333333333334,0.0715,236.262,3.6933333333333334,0.0,0.0,0.0,12.1,91.8,14.8,100.0
2007-01-06 19:00:00,1.543925925925926,0.22303703703703703,235.08944444444444,6.722222222222222,0.0,0.6481481481481481,0.0,12.3,86.63,17.8,95.8
2007-01-06 20:00:00,1.0151333333333334,0.1065,237.99566666666666,4.52,0.0,0.0,0.0,12.2,83.03,18.0,90.4
2007-01-06 21:00:00,1.0125333333333333,0.1807,240.13033333333334,4.496666666666667,0.0,0.6333333333333333,0.0,11.5,72.21,30.9,90.0
2007-01-06 22:00:00,0.5116666666666666,0.08499999999999999,240.06966666666668,2.21,0.0,0.0,0.0,9.9,74.05,20.2,53.1
2007-01-06 23:00:00,0.5052666666666666,0.13836666666666667,242.45066666666668,2.1933333333333334,0.0,0.36666666666666664,2.716666666666667,9.4,74.18,13.6,41.5
2007-01-07 00:00:00,0.9032,0.11786666666666666,241.2945,3.796666666666667,0.0,0.26666666666666666,9.816666666666666,9.1,76.09,9.4,58.7
2007-01-07 01:00:00,0.29643333333333327,0.10863333333333333,243.06966666666668,1.3099999999999998,0.0,0.0,0.0,8.5,80.56,14.4,24.3
2007-01-07 02:00:00,0.35240000000000005,0.21423333333333333,247.079,1.7100000000000002,0.0,0.6333333333333333,0.0,8.1,84.83,17.1,62.2
2007-01-07 03:00:00,0.2986666666666667,0.12910000000000002,247.35316666666668,1.43,0.0,0.0,0.0,8.1,83.99,8.5,65.8
2007-01-07 04:00:00,0.35586666666666666,0.21443333333333334,246.389,1.7433333333333334,0.0,0.6333333333333333,0.0,7.4,87.55,8.6,17.7
2007-01-07 05:00:00,0.28536666666666666,0.10466666666666667,244.87633333333332,1.3333333333333333,0.0,0.0,0.0,7.1,88.11,11.5,35.2
2007-01-07 06:00:00,0.3383,0.17229999999999998,246.02233333333334,1.6066666666666667,0.0,0.16666666666666666,0.0,5.8,92.13,10.1,23.7
2007-01-07 07:00:00,0.3127333333333333,0.14053333333333334,243.4453333333333,1.4066666666666667,0.0,0.45,0.0,5.4,92.06,11.6,28.2
2007-01-07 08:00:00,0.3100333333333333,0.1364,243.94266666666667,1.3966666666666667,0.0,0.0,0.0,5.7,90.98,11.3,41.1
2007-01-07 09:00:00,0.37560000000000004,0.17996666666666666,243.32233333333335,1.7933333333333334,0.0,0.6333333333333333,0.0,5.6,93.07,15.3,54.0
2007-01-07 10:00:00,1.0414333333333332,0.1089,239.90166666666667,4.463333333333334,0.0,0.0,10.366666666666667,6.3,93.64,15.0,83.8
2007-01-07 11:00:00,0.9801724137931035,0.19975862068965516,239.52275862068964,4.358620689655172,0.0,6.482758620689655,3.4310344827586206,7.1,89.43,17.6,51.2
2007-01-07 12:00:00,0.5515666666666666,0.16146666666666668,238.81066666666666,2.5233333333333334,0.0,0.06666666666666667,0.0,8.3,85.53,12.5,67.0
2007-01-07 13:00:00,2.2574375,0.2679375,238.02625,9.675,1.0625,14.65625,14.71875,9.2,78.29,15.5,80.1
2007-01-07 14:00:00,1.7744736842105264,0.2054736842105263,243.85394736842107,7.3842105263157904,0.9736842105263158,2.3947368421052633,18.18421052631579,10.2,73.7,16.2,67.8
2007-01-07 15:00:00,2.491913043478261,0.2423478260869565,242.3517391304348,10.521739130434783,0.0,13.73913043478261,18.0,10.3,75.42,16.1,67.8
2007-01-07 16:00:00,2.2807666666666666,0.1686666666666667,240.26033333333334,9.533333333333333,0.0,0.8166666666666667,17.683333333333334,10.4,76.36,13.6,90.0
2007-01-07 17:00:00,2.248618181818182,0.08643636363636363,235.51963636363635,9.494545454545456,0.0,0.6181818181818182,17.0,9.7,79.55,16.2,82.6
2007-01-07 18:00:00,,,,,,,,9.5,79.17,15.8,90.0
2007-01-07 19:00:00,2.549954545454545,0.22854545454545452,235.54272727272726,10.85909090909091,0.0,0.5227272727272727,17.0,9.3,79.43,12.9,80.1
2007-01-07 20:00:00,2.71975,0.1486875,235.5296875,11.64375,1.125,0.5,16.96875,9.3,79.43,17.1,75.8
2007-01-07 21:00:00,2.9568421052631577,0.1628421052631579,237.7084210526316,12.452631578947368,0.47368421052631576,2.263157894736842,17.31578947368421,9.3,79.65,17.0,92.8
2007-01-07 22:00:00,2.078206896551724,0.08313793103448276,241.35224137931036,8.596551724137932,0.0,0.3620689655172414,17.844827586206897,9.3,83.46,19.1,97.3
2007-01-07 23:00:00,1.4638666666666666,0.1651,242.49949999999998,6.03,0.0,0.9833333333333333,18.0,10.0,84.89,17.0,95.9
2007-01-08 00:00:00,1.3604666666666667,0.0768,242.44966666666667,5.569999999999999,0.0,0.3,17.983333333333334,10.1,84.44,17.2,93.1
2007-01-08 01:00:00,1.3506666666666667,0.08170000000000001,240.81533333333334,5.573333333333333,0.0,0.21666666666666667,17.766666666666666,10.4,83.19,23.4,93.1
2007-01-08 02:00:00,1.3848333333333334,0.12736666666666668,241.31866666666667,5.696666666666667,0.0,0.8,17.816666666666666,10.6,81.89,20.0,90.0
2007-01-08 03:00:00,1.3569,0.07916666666666666,241.63549999999998,5.5633333333333335,0.0,0.16666666666666666,17.866666666666667,10.6,82.23,23.6,95.9
2007-01-08 04:00:00,1.3759000000000001,0.11376666666666665,241.197,5.67,0.0,0.85,17.816666666666666,10.4,86.28,23.5,100.0
2007-01-08 05:00:00,1.1045333333333334,0.08403333333333333,239.23,4.596666666666667,0.0,0.0,13.8,10.8,84.02,23.9,100.0
2007-01-08 06:00:00,0.28228070175438597,0.08168421052631579,242.85315789473682,1.3122807017543858,0.0,0.19298245614035087,0.0,10.8,85.13,23.8,100.0
2007-01-08 07:00:00,1.0126333333333333,0.1341,240.47316666666666,4.3133333333333335,0.0,0.4166666666666667,2.183333333333333,10.5,89.42,19.6,100.0
2007-01-08 08:00:00,2.1395,0.09949999999999999,237.71183333333332,8.966666666666667,0.0,0.0,16.883333333333333,10.7,89.39,21.1,93.3
2007-01-08 09:00:00,1.6646333333333334,0.15726666666666667,237.178,6.993333333333334,0.0,0.6666666666666666,12.5,10.9,81.94,16.4,91.2
2007-01-08 10:00:00,1.2966333333333333,0.054599999999999996,237.59066666666666,5.383333333333334,0.0,0.0,17.3,10.9,77.94,19.9,90.8
2007-01-08 11:00:00,1.1751,0.17073333333333332,238.26583333333335,5.033333333333333,0.0,0.4166666666666667,12.866666666666667,11.2,74.52,19.8,90.0
2007-01-08 12:00:00,0.32893333333333336,0.10466666666666667,239.03716666666665,1.5366666666666666,0.0,0.23333333333333334,0.0,11.2,74.0,16.4,90.0
2007-01-08 13:00:00,0.5836949152542373,0.11728813559322034,237.58542372881354,2.6203389830508472,0.0,0.0,0.0,11.5,75.92,19.9,98.1
2007-01-08 14:00:00,1.8509,0.13126666666666667,241.44466666666668,7.713333333333334,0.0,0.65,16.7,11.1,80.41,24.6,92.8
2007-01-08 15:00:00,1.8851,0.0892,242.69266666666667,7.793333333333333,0.0,0.0,18.016666666666666,11.3,76.32,19.0,100.0
